instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
4435457,17326,736MZ38A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4184577,16346,736RJ33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4469761,17460,736RJ41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4470529,17463,736TN43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2227969,8703,736TS36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4303105,16809,736TS41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2227457,8701,736WB32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4470017,17461,736WB41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4193025,16379,736WB43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4170241,16290,737AP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2079233,8122,737AP38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2079489,8123,737AP42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3987969,15578,737AP43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4032001,15750,737AS33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4434433,17322,737BR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5682433,22197,737JH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4113665,16069,737JK35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4262401,16650,737JK38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2024449,7908,737KA38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4156161,16235,737NL33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4301313,16802,737NL33A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4189953,16367,737PN38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2231809,8718,737PN42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2195969,8578,737RJ34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4157185,16239,737SK33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2078977,8121,737TS36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4158465,16244,738AP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3986433,15572,738AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4434945,17324,738GA33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3906561,15260,738GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4345089,16973,738GJ30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2537729,9913,738GS2027-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
3718657,14526,738MP25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3974657,15526,739AP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4302337,16806,739AP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3905537,15256,739HR29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3968001,15500,739HR31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2174977,8496,739JK37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4351489,16998,739KL52-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3145985,12289,739ML26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4160001,16250,739MN35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4350721,16995,739RJ48-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3968769,15503,739TN33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4333569,16928,739TN33A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4468225,17454,739TN33B-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2232065,8719,739TN42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2176513,8502,739TN52-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4352769,17003,739TN53-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4262913,16652,739TS39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4351233,16997,739TS51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5683969,22203,739TS59-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2228481,8705,739UP37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4114177,16071,73AP38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4317441,16865,73GS2053-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5389057,21051,73HP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5559553,21717,73PN34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5648897,22066,73RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2223361,8685,73TN32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5655297,22091,73UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3907073,15262,741AP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4468481,17455,741GA33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2966529,11588,741GJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3377665,13194,741GS2036-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4469249,17458,741MN35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4301825,16804,741PN34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2176257,8501,741PN42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4468737,17456,741RJ33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4693761,18335,741RJ39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4301569,16803,741UP34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4693505,18334,741WB39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4348929,16988,742AP41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4350209,16993,742AP43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4345857,16976,742CG31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4712705,18409,742HP38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2196225,8579,742KL34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4417793,17257,742KL43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4346113,16977,742ML32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4408577,17221,742TN33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4349953,16992,742TN43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3907585,15264,743AP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4468993,17457,743AP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4348673,16987,743AP39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4416001,17250,743AP41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4416257,17251,743AP42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2703105,10559,743HP28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2141185,8364,743HR41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4569601,17850,743JK53-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4162817,16261,743MZ36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4164609,16268,743MZ37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4381185,17114,743PN48-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4567297,17841,743PN48A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4380929,17113,743RJ48-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4711425,18404,743TN33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4523521,17670,743TN43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2198273,8587,743TN47-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4523777,17671,743TN53-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3907841,15265,743TS33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4567041,17840,743TS41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4381441,17115,743TS50-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5686017,22211,743TS54-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4710401,18400,744AP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4713217,18411,744AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2232577,8721,744AP42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4523265,17669,744AP43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4691713,18327,744GA33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3240193,12657,744HR27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4408321,17220,744HR32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4690689,18323,744HR33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4712193,18407,744HR35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4409089,17223,744JK38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4524033,17672,744JK53-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2078721,8120,744KA35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4381697,17116,744ML31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4711937,18406,744MN35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4383233,17122,744RJ33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4690433,18322,744RJ33A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4712449,18408,744RJ36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3919361,15310,744TN33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4382465,17119,744TN33A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4565761,17835,744TN33B-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4409345,17224,744TS39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4712961,18410,744TS39A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4516609,17643,745AP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4692993,18332,745AP34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2392321,9345,745AP37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2806273,10962,745AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4523009,17668,745AP40A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2806529,10963,745AP42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4381953,17117,745AS33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4516353,17642,745AS33A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4689921,18320,745BR31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2804737,10956,745BR32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5190913,20277,745GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4382209,17118,745HP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2804481,10955,745HR32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4693249,18333,745HR35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4634881,18105,745JK53-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4519169,17653,745KL40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4347137,16981,745PN34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4711681,18405,745PN34A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5641217,22036,745RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3919105,15309,745RJ33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2807297,10966,745SK32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4380673,17112,745TN43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2790913,10902,745TS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4515073,17637,745TS30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4522753,17667,745TS40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4633089,18098,745TS47-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5674241,22165,745UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3920385,15314,745UP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2439681,9530,746AP27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4383745,17124,746AP34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4663297,18216,746AP38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4380417,17111,746AP43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3922945,15324,746KL48-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2804993,10957,746MP32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4664577,18221,746MZ39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2806785,10964,746TS48-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3925249,15333,746TS48A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2807041,10965,746TS49-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2175745,8499,746WB40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3922689,15323,746WB46-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4570113,17852,747AP32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3908353,15267,747AP37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4659969,18203,747AS28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4710657,18401,747AS33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4711169,18403,747GA33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4347393,16982,747GA38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2988545,11674,747GJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4408833,17222,747HR35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4663041,18215,747KL37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4632833,18097,747KL39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4378625,17104,747KL42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4384513,17127,747PN34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3921665,15319,747PN43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2791425,10904,747TS31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4565505,17834,747TS32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4378369,17103,747TS41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4710913,18402,747UK33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3921921,15320,747WB43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2140929,8363,748AP38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2805249,10958,748HP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2329345,9099,748PN42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2025217,7911,748WB37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4660225,18204,749BR31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4661505,18209,749GA33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2885889,11273,749GJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3791873,14812,749GJ28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2805505,10959,749HP34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4628737,18081,749HR33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3843841,15015,749MH30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3389185,13239,749ML27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3920641,15315,749MN35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4630529,18088,749PN37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4518913,17652,749RJ34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4661761,18210,749UP34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3962113,15477,74AP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4332289,16923,74AP32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4713729,18413,74AP43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3970049,15508,74AS33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4466177,17446,74BR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4345345,16974,74CG30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1759745,6874,74GS2035-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2811137,10981,74GS2062-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4346625,16979,74HR33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2196481,8580,74HR37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2230529,8713,74KL37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4694017,18336,74KL41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4345601,16975,74MH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4346369,16978,74MH32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3358209,13118,74ML27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4302081,16805,74MP34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4694273,18337,74RJ41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2199041,8590,74TN42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4713473,18412,74TS43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4350465,16994,74TS45-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4467969,17453,74UP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2197505,8584,74WB38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4680449,18283,74WB42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5191169,20278,750AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5175809,20218,750GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5636097,22016,750MZ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5659393,22107,750TN29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5680385,22189,750TS28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3359233,13122,751HR29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4629505,18084,751MN35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4630273,18087,751PN36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2297345,8974,752AP38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4378113,17102,752AP39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2298113,8977,752AP42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3691265,14419,752GJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4629249,18083,752PN35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2609921,10195,753AS27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2791937,10906,753AS32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2796289,10923,753BR32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2778881,10855,753HR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3655681,14280,753TN53-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3341057,13051,753TS47-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3510273,13712,754AP29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2725377,10646,754AS28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2453761,9585,754GS2036-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
3340801,13050,754KA41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3241217,12661,755AP29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2840321,11095,755AS32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2840065,11094,755BR32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3337729,13038,755BR32A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3359745,13124,755GA32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3421697,13366,755GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3527425,13779,755JK38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3613953,14117,755TN53-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3525121,13770,755TS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3864321,15095,756RJ33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3612929,14113,756RJ48-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3675393,14357,756TN53-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2856961,11160,756TS40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3612673,14112,756TS48-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2856705,11159,756WB39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2857217,11161,756WB42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3356673,13112,757AS32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3037697,11866,757GJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3422465,13369,757GJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3525889,13773,757GJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2571777,10046,757GS2033-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2694657,10526,757HP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3357953,13117,757HP32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3241985,12664,757HR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2840577,11096,757JK34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3561729,13913,757MH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3511041,13715,757TN33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3700481,14455,757TN53-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3525633,13772,757TS31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2793217,10911,758AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2793729,10913,758AP42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3844097,15016,758AS33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3356929,13113,758BR32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2793473,10912,758GA37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2840833,11097,758GA37A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3389697,13241,758HR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3422209,13368,758JH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3674881,14355,758KL49-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3845377,15021,758NL33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2792193,10907,758PN42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3674625,14354,758RJ48-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3674369,14353,758TS45-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3511553,13717,759AP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5672449,22158,759CG30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1827585,7139,759GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1825281,7130,759GS2029-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
3654657,14276,759HP38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3340545,13049,759KA38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3654913,14277,759MP38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3844865,15019,759PN33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3655425,14279,759PN39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3627009,14168,759PY41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3867905,15109,759RJ48-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3512065,13719,759TS37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3512577,13721,759TS40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3626753,14167,759TS40A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3240961,12660,75AP28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4628481,18080,75BR31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4628993,18082,75GA33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1759489,6873,75GS2034-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2805761,10960,75HP36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2806017,10961,75HP37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4377857,17101,75HP38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3480065,13594,75HR29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3865089,15098,75HR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5667073,22137,75TR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
4629761,18085,75UP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2695937,10531,761GJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1828353,7142,761GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2778369,10853,761HR32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3362561,13135,761JK42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2415361,9435,761MH29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3424513,13377,761RJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3866881,15105,761RJ43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2778113,10852,761TN32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3425025,13379,761TN32A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3606529,14088,761TS32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3867137,15106,761TS44-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3423233,13372,762AR32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
3242497,12666,762AS32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
